series,x_value,y_value,y_value_unit,color_r,color_g,color_b,plot_title,plot_description,x_axis_label,y_axis_label
series_4,69.80728051391864,36.015325670498086,,185,204,223,Tax Revenue by Development Level and GDP Per Capita,Two-panel chart showing CIT vs DBCFT revenue for developing/advanced economies and relationship with GDP per capita,,
series_4,68.52248394004282,33.71647509578544,,185,204,223,Tax Revenue by Development Level and GDP Per Capita,Two-panel chart showing CIT vs DBCFT revenue for developing/advanced economies and relationship with GDP per capita,,
series_4,59.52890792291221,36.39846743295019,,185,204,223,Tax Revenue by Development Level and GDP Per Capita,Two-panel chart showing CIT vs DBCFT revenue for developing/advanced economies and relationship with GDP per capita,,
series_4,67.23768736616702,40.61302681992337,,185,204,223,Tax Revenue by Development Level and GDP Per Capita,Two-panel chart showing CIT vs DBCFT revenue for developing/advanced economies and relationship with GDP per capita,,
series_4,77.73019271948608,41.7624521072797,,185,204,223,Tax Revenue by Development Level and GDP Per Capita,Two-panel chart showing CIT vs DBCFT revenue for developing/advanced economies and relationship with GDP per capita,,
series_4,72.37687366167023,42.911877394636015,,185,204,223,Tax Revenue by Development Level and GDP Per Capita,Two-panel chart showing CIT vs DBCFT revenue for developing/advanced economies and relationship with GDP per capita,,
series_4,76.87366167023555,42.911877394636015,,185,204,223,Tax Revenue by Development Level and GDP Per Capita,Two-panel chart showing CIT vs DBCFT revenue for developing/advanced economies and relationship with GDP per capita,,
series_4,70.8779443254818,42.911877394636015,,185,204,223,Tax Revenue by Development Level and GDP Per Capita,Two-panel chart showing CIT vs DBCFT revenue for developing/advanced economies and relationship with GDP per capita,,
series_4,85.01070663811564,43.67816091954023,,185,204,223,Tax Revenue by Development Level and GDP Per Capita,Two-panel chart showing CIT vs DBCFT revenue for developing/advanced economies and relationship with GDP per capita,,
series_4,77.51605995717344,43.67816091954023,,185,204,223,Tax Revenue by Development Level and GDP Per Capita,Two-panel chart showing CIT vs DBCFT revenue for developing/advanced economies and relationship with GDP per capita,,
series_4,80.08565310492506,42.5287356321839,,185,204,223,Tax Revenue by Development Level and GDP Per Capita,Two-panel chart showing CIT vs DBCFT revenue for developing/advanced economies and relationship with GDP per capita,,
series_4,71.5203426124197,44.06130268199234,,185,204,223,Tax Revenue by Development Level and GDP Per Capita,Two-panel chart showing CIT vs DBCFT revenue for developing/advanced economies and relationship with GDP per capita,,
series_4,60.38543897216274,39.84674329501915,,185,204,223,Tax Revenue by Development Level and GDP Per Capita,Two-panel chart showing CIT vs DBCFT revenue for developing/advanced economies and relationship with GDP per capita,,
series_4,80.94218415417559,44.44444444444444,,185,204,223,Tax Revenue by Development Level and GDP Per Capita,Two-panel chart showing CIT vs DBCFT revenue for developing/advanced economies and relationship with GDP per capita,,
series_4,66.59528907922912,44.827586206896555,,185,204,223,Tax Revenue by Development Level and GDP Per Capita,Two-panel chart showing CIT vs DBCFT revenue for developing/advanced economies and relationship with GDP per capita,,
series_4,84.36830835117773,45.21072796934866,,185,204,223,Tax Revenue by Development Level and GDP Per Capita,Two-panel chart showing CIT vs DBCFT revenue for developing/advanced economies and relationship with GDP per capita,,
series_4,79.44325481798715,44.44444444444444,,185,204,223,Tax Revenue by Development Level and GDP Per Capita,Two-panel chart showing CIT vs DBCFT revenue for developing/advanced economies and relationship with GDP per capita,,
series_4,59.743040685224834,44.827586206896555,,185,204,223,Tax Revenue by Development Level and GDP Per Capita,Two-panel chart showing CIT vs DBCFT revenue for developing/advanced economies and relationship with GDP per capita,,
series_4,65.31049250535332,44.827586206896555,,185,204,223,Tax Revenue by Development Level and GDP Per Capita,Two-panel chart showing CIT vs DBCFT revenue for developing/advanced economies and relationship with GDP per capita,,
series_4,79.87152034261243,45.593869731800766,,185,204,223,Tax Revenue by Development Level and GDP Per Capita,Two-panel chart showing CIT vs DBCFT revenue for developing/advanced economies and relationship with GDP per capita,,
series_4,64.45396145610277,45.97701149425287,,185,204,223,Tax Revenue by Development Level and GDP Per Capita,Two-panel chart showing CIT vs DBCFT revenue for developing/advanced economies and relationship with GDP per capita,,
series_4,59.95717344753747,46.36015325670498,,185,204,223,Tax Revenue by Development Level and GDP Per Capita,Two-panel chart showing CIT vs DBCFT revenue for developing/advanced economies and relationship with GDP per capita,,
series_4,63.16916488222698,45.97701149425287,,185,204,223,Tax Revenue by Development Level and GDP Per Capita,Two-panel chart showing CIT vs DBCFT revenue for developing/advanced economies and relationship with GDP per capita,,
series_4,72.1627408993576,45.97701149425287,,185,204,223,Tax Revenue by Development Level and GDP Per Capita,Two-panel chart showing CIT vs DBCFT revenue for developing/advanced economies and relationship with GDP per capita,,
series_4,64.66809421841542,47.509578544061306,,185,204,223,Tax Revenue by Development Level and GDP Per Capita,Two-panel chart showing CIT vs DBCFT revenue for developing/advanced economies and relationship with GDP per capita,,
series_4,76.017130620985,47.89272030651341,,185,204,223,Tax Revenue by Development Level and GDP Per Capita,Two-panel chart showing CIT vs DBCFT revenue for developing/advanced economies and relationship with GDP per capita,,
series_4,70.2355460385439,47.89272030651341,,185,204,223,Tax Revenue by Development Level and GDP Per Capita,Two-panel chart showing CIT vs DBCFT revenue for developing/advanced economies and relationship with GDP per capita,,
series_4,74.7323340471092,44.06130268199234,,185,204,223,Tax Revenue by Development Level and GDP Per Capita,Two-panel chart showing CIT vs DBCFT revenue for developing/advanced economies and relationship with GDP per capita,,
series_4,63.16916488222698,47.89272030651341,,185,204,223,Tax Revenue by Development Level and GDP Per Capita,Two-panel chart showing CIT vs DBCFT revenue for developing/advanced economies and relationship with GDP per capita,,
series_4,61.02783725910065,46.74329501915709,,185,204,223,Tax Revenue by Development Level and GDP Per Capita,Two-panel chart showing CIT vs DBCFT revenue for developing/advanced economies and relationship with GDP per capita,,
series_4,73.01927194860814,48.65900383141762,,185,204,223,Tax Revenue by Development Level and GDP Per Capita,Two-panel chart showing CIT vs DBCFT revenue for developing/advanced economies and relationship with GDP per capita,,
series_4,70.8779443254818,49.042145593869726,,185,204,223,Tax Revenue by Development Level and GDP Per Capita,Two-panel chart showing CIT vs DBCFT revenue for developing/advanced economies and relationship with GDP per capita,,
series_4,74.51820128479658,49.42528735632184,,185,204,223,Tax Revenue by Development Level and GDP Per Capita,Two-panel chart showing CIT vs DBCFT revenue for developing/advanced economies and relationship with GDP per capita,,
series_4,69.80728051391864,49.42528735632184,,185,204,223,Tax Revenue by Development Level and GDP Per Capita,Two-panel chart showing CIT vs DBCFT revenue for developing/advanced economies and relationship with GDP per capita,,
series_4,76.44539614561027,49.42528735632184,,185,204,223,Tax Revenue by Development Level and GDP Per Capita,Two-panel chart showing CIT vs DBCFT revenue for developing/advanced economies and relationship with GDP per capita,,
series_4,67.6659528907923,48.275862068965516,,185,204,223,Tax Revenue by Development Level and GDP Per Capita,Two-panel chart showing CIT vs DBCFT revenue for developing/advanced economies and relationship with GDP per capita,,
series_4,59.743040685224834,49.042145593869726,,185,204,223,Tax Revenue by Development Level and GDP Per Capita,Two-panel chart showing CIT vs DBCFT revenue for developing/advanced economies and relationship with GDP per capita,,
series_4,73.23340471092077,49.808429118773944,,185,204,223,Tax Revenue by Development Level and GDP Per Capita,Two-panel chart showing CIT vs DBCFT revenue for developing/advanced economies and relationship with GDP per capita,,
series_4,69.80728051391864,51.34099616858238,,185,204,223,Tax Revenue by Development Level and GDP Per Capita,Two-panel chart showing CIT vs DBCFT revenue for developing/advanced economies and relationship with GDP per capita,,
series_4,72.1627408993576,51.34099616858238,,185,204,223,Tax Revenue by Development Level and GDP Per Capita,Two-panel chart showing CIT vs DBCFT revenue for developing/advanced economies and relationship with GDP per capita,,
series_4,60.38543897216274,52.10727969348659,,185,204,223,Tax Revenue by Development Level and GDP Per Capita,Two-panel chart showing CIT vs DBCFT revenue for developing/advanced economies and relationship with GDP per capita,,
series_4,73.23340471092077,52.490421455938694,,185,204,223,Tax Revenue by Development Level and GDP Per Capita,Two-panel chart showing CIT vs DBCFT revenue for developing/advanced economies and relationship with GDP per capita,,
series_4,75.16059957173448,52.490421455938694,,185,204,223,Tax Revenue by Development Level and GDP Per Capita,Two-panel chart showing CIT vs DBCFT revenue for developing/advanced economies and relationship with GDP per capita,,
series_4,62.31263383297645,50.95785440613027,,185,204,223,Tax Revenue by Development Level and GDP Per Capita,Two-panel chart showing CIT vs DBCFT revenue for developing/advanced economies and relationship with GDP per capita,,
series_4,78.80085653104925,52.490421455938694,,185,204,223,Tax Revenue by Development Level and GDP Per Capita,Two-panel chart showing CIT vs DBCFT revenue for developing/advanced economies and relationship with GDP per capita,,
series_4,64.66809421841542,52.10727969348659,,185,204,223,Tax Revenue by Development Level and GDP Per Capita,Two-panel chart showing CIT vs DBCFT revenue for developing/advanced economies and relationship with GDP per capita,,
series_4,60.38543897216274,53.63984674329502,,185,204,223,Tax Revenue by Development Level and GDP Per Capita,Two-panel chart showing CIT vs DBCFT revenue for developing/advanced economies and relationship with GDP per capita,,
series_4,76.65952890792292,52.10727969348659,,185,204,223,Tax Revenue by Development Level and GDP Per Capita,Two-panel chart showing CIT vs DBCFT revenue for developing/advanced economies and relationship with GDP per capita,,
series_4,70.2355460385439,53.63984674329502,,185,204,223,Tax Revenue by Development Level and GDP Per Capita,Two-panel chart showing CIT vs DBCFT revenue for developing/advanced economies and relationship with GDP per capita,,
series_4,65.73875802997858,54.02298850574713,,185,204,223,Tax Revenue by Development Level and GDP Per Capita,Two-panel chart showing CIT vs DBCFT revenue for developing/advanced economies and relationship with GDP per capita,,
series_4,76.87366167023555,55.172413793103445,,185,204,223,Tax Revenue by Development Level and GDP Per Capita,Two-panel chart showing CIT vs DBCFT revenue for developing/advanced economies and relationship with GDP per capita,,
series_4,75.58886509635975,55.172413793103445,,185,204,223,Tax Revenue by Development Level and GDP Per Capita,Two-panel chart showing CIT vs DBCFT revenue for developing/advanced economies and relationship with GDP per capita,,
series_4,64.66809421841542,54.78927203065134,,185,204,223,Tax Revenue by Development Level and GDP Per Capita,Two-panel chart showing CIT vs DBCFT revenue for developing/advanced economies and relationship with GDP per capita,,
series_4,61.24197002141327,55.172413793103445,,185,204,223,Tax Revenue by Development Level and GDP Per Capita,Two-panel chart showing CIT vs DBCFT revenue for developing/advanced economies and relationship with GDP per capita,,
series_4,71.73447537473233,55.172413793103445,,185,204,223,Tax Revenue by Development Level and GDP Per Capita,Two-panel chart showing CIT vs DBCFT revenue for developing/advanced economies and relationship with GDP per capita,,
series_4,63.811563169164884,55.55555555555556,,185,204,223,Tax Revenue by Development Level and GDP Per Capita,Two-panel chart showing CIT vs DBCFT revenue for developing/advanced economies and relationship with GDP per capita,,
series_4,60.17130620985011,55.55555555555556,,185,204,223,Tax Revenue by Development Level and GDP Per Capita,Two-panel chart showing CIT vs DBCFT revenue for developing/advanced economies and relationship with GDP per capita,,
series_4,74.30406852248393,55.938697318007655,,185,204,223,Tax Revenue by Development Level and GDP Per Capita,Two-panel chart showing CIT vs DBCFT revenue for developing/advanced economies and relationship with GDP per capita,,
series_4,68.09421841541756,56.70498084291188,,185,204,223,Tax Revenue by Development Level and GDP Per Capita,Two-panel chart showing CIT vs DBCFT revenue for developing/advanced economies and relationship with GDP per capita,,
series_4,75.58886509635975,56.32183908045977,,185,204,223,Tax Revenue by Development Level and GDP Per Capita,Two-panel chart showing CIT vs DBCFT revenue for developing/advanced economies and relationship with GDP per capita,,
series_4,63.38329764453962,56.70498084291188,,185,204,223,Tax Revenue by Development Level and GDP Per Capita,Two-panel chart showing CIT vs DBCFT revenue for developing/advanced economies and relationship with GDP per capita,,
series_4,61.67023554603854,57.08812260536399,,185,204,223,Tax Revenue by Development Level and GDP Per Capita,Two-panel chart showing CIT vs DBCFT revenue for developing/advanced economies and relationship with GDP per capita,,
series_4,75.16059957173448,57.8544061302682,,185,204,223,Tax Revenue by Development Level and GDP Per Capita,Two-panel chart showing CIT vs DBCFT revenue for developing/advanced economies and relationship with GDP per capita,,
series_4,71.73447537473233,57.8544061302682,,185,204,223,Tax Revenue by Development Level and GDP Per Capita,Two-panel chart showing CIT vs DBCFT revenue for developing/advanced economies and relationship with GDP per capita,,
series_4,70.66381156316916,57.8544061302682,,185,204,223,Tax Revenue by Development Level and GDP Per Capita,Two-panel chart showing CIT vs DBCFT revenue for developing/advanced economies and relationship with GDP per capita,,
series_4,67.88008565310493,54.02298850574713,,185,204,223,Tax Revenue by Development Level and GDP Per Capita,Two-panel chart showing CIT vs DBCFT revenue for developing/advanced economies and relationship with GDP per capita,,
series_4,73.01927194860814,58.620689655172406,,185,204,223,Tax Revenue by Development Level and GDP Per Capita,Two-panel chart showing CIT vs DBCFT revenue for developing/advanced economies and relationship with GDP per capita,,
series_4,69.37901498929337,57.8544061302682,,185,204,223,Tax Revenue by Development Level and GDP Per Capita,Two-panel chart showing CIT vs DBCFT revenue for developing/advanced economies and relationship with GDP per capita,,
series_4,68.52248394004282,57.47126436781609,,185,204,223,Tax Revenue by Development Level and GDP Per Capita,Two-panel chart showing CIT vs DBCFT revenue for developing/advanced economies and relationship with GDP per capita,,
series_4,63.16916488222698,58.23754789272031,,185,204,223,Tax Revenue by Development Level and GDP Per Capita,Two-panel chart showing CIT vs DBCFT revenue for developing/advanced economies and relationship with GDP per capita,,
series_4,59.743040685224834,57.8544061302682,,185,204,223,Tax Revenue by Development Level and GDP Per Capita,Two-panel chart showing CIT vs DBCFT revenue for developing/advanced economies and relationship with GDP per capita,,
series_4,73.44753747323341,55.938697318007655,,185,204,223,Tax Revenue by Development Level and GDP Per Capita,Two-panel chart showing CIT vs DBCFT revenue for developing/advanced economies and relationship with GDP per capita,,
series_4,68.73661670235546,59.38697318007663,,185,204,223,Tax Revenue by Development Level and GDP Per Capita,Two-panel chart showing CIT vs DBCFT revenue for developing/advanced economies and relationship with GDP per capita,,
series_4,71.73447537473233,59.38697318007663,,185,204,223,Tax Revenue by Development Level and GDP Per Capita,Two-panel chart showing CIT vs DBCFT revenue for developing/advanced economies and relationship with GDP per capita,,
series_4,62.74089935760171,59.77011494252874,,185,204,223,Tax Revenue by Development Level and GDP Per Capita,Two-panel chart showing CIT vs DBCFT revenue for developing/advanced economies and relationship with GDP per capita,,
series_4,61.88436830835118,59.77011494252874,,185,204,223,Tax Revenue by Development Level and GDP Per Capita,Two-panel chart showing CIT vs DBCFT revenue for developing/advanced economies and relationship with GDP per capita,,
series_4,70.66381156316916,59.77011494252874,,185,204,223,Tax Revenue by Development Level and GDP Per Capita,Two-panel chart showing CIT vs DBCFT revenue for developing/advanced economies and relationship with GDP per capita,,
series_4,75.16059957173448,59.38697318007663,,185,204,223,Tax Revenue by Development Level and GDP Per Capita,Two-panel chart showing CIT vs DBCFT revenue for developing/advanced economies and relationship with GDP per capita,,
series_4,64.45396145610277,59.38697318007663,,185,204,223,Tax Revenue by Development Level and GDP Per Capita,Two-panel chart showing CIT vs DBCFT revenue for developing/advanced economies and relationship with GDP per capita,,
series_4,59.95717344753747,60.53639846743295,,185,204,223,Tax Revenue by Development Level and GDP Per Capita,Two-panel chart showing CIT vs DBCFT revenue for developing/advanced economies and relationship with GDP per capita,,
series_4,69.80728051391864,61.30268199233716,,185,204,223,Tax Revenue by Development Level and GDP Per Capita,Two-panel chart showing CIT vs DBCFT revenue for developing/advanced economies and relationship with GDP per capita,,
series_4,72.80513918629549,61.68582375478927,,185,204,223,Tax Revenue by Development Level and GDP Per Capita,Two-panel chart showing CIT vs DBCFT revenue for developing/advanced economies and relationship with GDP per capita,,
series_4,69.16488222698072,60.15325670498084,,185,204,223,Tax Revenue by Development Level and GDP Per Capita,Two-panel chart showing CIT vs DBCFT revenue for developing/advanced economies and relationship with GDP per capita,,
series_4,74.51820128479658,61.68582375478927,,185,204,223,Tax Revenue by Development Level and GDP Per Capita,Two-panel chart showing CIT vs DBCFT revenue for developing/advanced economies and relationship with GDP per capita,,
series_4,61.88436830835118,61.68582375478927,,185,204,223,Tax Revenue by Development Level and GDP Per Capita,Two-panel chart showing CIT vs DBCFT revenue for developing/advanced economies and relationship with GDP per capita,,
series_4,65.73875802997858,62.45210727969349,,185,204,223,Tax Revenue by Development Level and GDP Per Capita,Two-panel chart showing CIT vs DBCFT revenue for developing/advanced economies and relationship with GDP per capita,,
series_4,60.38543897216274,62.83524904214559,,185,204,223,Tax Revenue by Development Level and GDP Per Capita,Two-panel chart showing CIT vs DBCFT revenue for developing/advanced economies and relationship with GDP per capita,,
series_4,71.5203426124197,63.2183908045977,,185,204,223,Tax Revenue by Development Level and GDP Per Capita,Two-panel chart showing CIT vs DBCFT revenue for developing/advanced economies and relationship with GDP per capita,,
series_4,63.597430406852254,62.83524904214559,,185,204,223,Tax Revenue by Development Level and GDP Per Capita,Two-panel chart showing CIT vs DBCFT revenue for developing/advanced economies and relationship with GDP per capita,,
series_4,62.098501070663815,63.2183908045977,,185,204,223,Tax Revenue by Development Level and GDP Per Capita,Two-panel chart showing CIT vs DBCFT revenue for developing/advanced economies and relationship with GDP per capita,,
series_4,67.02355460385438,62.06896551724138,,185,204,223,Tax Revenue by Development Level and GDP Per Capita,Two-panel chart showing CIT vs DBCFT revenue for developing/advanced economies and relationship with GDP per capita,,
series_4,69.37901498929337,63.984674329501914,,185,204,223,Tax Revenue by Development Level and GDP Per Capita,Two-panel chart showing CIT vs DBCFT revenue for developing/advanced economies and relationship with GDP per capita,,
series_4,73.87580299785867,63.601532567049816,,185,204,223,Tax Revenue by Development Level and GDP Per Capita,Two-panel chart showing CIT vs DBCFT revenue for developing/advanced economies and relationship with GDP per capita,,
series_4,72.1627408993576,63.984674329501914,,185,204,223,Tax Revenue by Development Level and GDP Per Capita,Two-panel chart showing CIT vs DBCFT revenue for developing/advanced economies and relationship with GDP per capita,,
series_4,66.38115631691649,63.984674329501914,,185,204,223,Tax Revenue by Development Level and GDP Per Capita,Two-panel chart showing CIT vs DBCFT revenue for developing/advanced economies and relationship with GDP per capita,,
series_4,61.02783725910065,64.36781609195403,,185,204,223,Tax Revenue by Development Level and GDP Per Capita,Two-panel chart showing CIT vs DBCFT revenue for developing/advanced economies and relationship with GDP per capita,,
series_4,64.66809421841542,63.601532567049816,,185,204,223,Tax Revenue by Development Level and GDP Per Capita,Two-panel chart showing CIT vs DBCFT revenue for developing/advanced economies and relationship with GDP per capita,,
series_4,62.526766595289075,64.36781609195403,,185,204,223,Tax Revenue by Development Level and GDP Per Capita,Two-panel chart showing CIT vs DBCFT revenue for developing/advanced economies and relationship with GDP per capita,,
series_4,59.743040685224834,64.36781609195403,,185,204,223,Tax Revenue by Development Level and GDP Per Capita,Two-panel chart showing CIT vs DBCFT revenue for developing/advanced economies and relationship with GDP per capita,,
series_4,70.2355460385439,64.36781609195403,,185,204,223,Tax Revenue by Development Level and GDP Per Capita,Two-panel chart showing CIT vs DBCFT revenue for developing/advanced economies and relationship with GDP per capita,,
series_4,72.80513918629549,65.13409961685824,,185,204,223,Tax Revenue by Development Level and GDP Per Capita,Two-panel chart showing CIT vs DBCFT revenue for developing/advanced economies and relationship with GDP per capita,,
series_4,63.38329764453962,65.13409961685824,,185,204,223,Tax Revenue by Development Level and GDP Per Capita,Two-panel chart showing CIT vs DBCFT revenue for developing/advanced economies and relationship with GDP per capita,,
series_4,61.24197002141327,65.51724137931035,,185,204,223,Tax Revenue by Development Level and GDP Per Capita,Two-panel chart showing CIT vs DBCFT revenue for developing/advanced economies and relationship with GDP per capita,,
series_4,59.52890792291221,65.90038314176245,,185,204,223,Tax Revenue by Development Level and GDP Per Capita,Two-panel chart showing CIT vs DBCFT revenue for developing/advanced economies and relationship with GDP per capita,,
series_4,62.74089935760171,66.66666666666666,,185,204,223,Tax Revenue by Development Level and GDP Per Capita,Two-panel chart showing CIT vs DBCFT revenue for developing/advanced economies and relationship with GDP per capita,,
series_4,60.599571734475376,65.90038314176245,,185,204,223,Tax Revenue by Development Level and GDP Per Capita,Two-panel chart showing CIT vs DBCFT revenue for developing/advanced economies and relationship with GDP per capita,,
series_4,67.02355460385438,65.90038314176245,,185,204,223,Tax Revenue by Development Level and GDP Per Capita,Two-panel chart showing CIT vs DBCFT revenue for developing/advanced economies and relationship with GDP per capita,,
series_4,71.30620985010707,67.04980842911877,,185,204,223,Tax Revenue by Development Level and GDP Per Capita,Two-panel chart showing CIT vs DBCFT revenue for developing/advanced economies and relationship with GDP per capita,,
series_4,68.52248394004282,66.66666666666666,,185,204,223,Tax Revenue by Development Level and GDP Per Capita,Two-panel chart showing CIT vs DBCFT revenue for developing/advanced economies and relationship with GDP per capita,,
series_4,64.88222698072805,66.66666666666666,,185,204,223,Tax Revenue by Development Level and GDP Per Capita,Two-panel chart showing CIT vs DBCFT revenue for developing/advanced economies and relationship with GDP per capita,,
series_4,68.52248394004282,67.81609195402298,,185,204,223,Tax Revenue by Development Level and GDP Per Capita,Two-panel chart showing CIT vs DBCFT revenue for developing/advanced economies and relationship with GDP per capita,,
series_4,64.23982869379014,67.81609195402298,,185,204,223,Tax Revenue by Development Level and GDP Per Capita,Two-panel chart showing CIT vs DBCFT revenue for developing/advanced economies and relationship with GDP per capita,,
series_4,68.3083511777302,69.73180076628353,,185,204,223,Tax Revenue by Development Level and GDP Per Capita,Two-panel chart showing CIT vs DBCFT revenue for developing/advanced economies and relationship with GDP per capita,,
series_4,59.95717344753747,69.73180076628353,,185,204,223,Tax Revenue by Development Level and GDP Per Capita,Two-panel chart showing CIT vs DBCFT revenue for developing/advanced economies and relationship with GDP per capita,,
series_4,73.01927194860814,69.34865900383141,,185,204,223,Tax Revenue by Development Level and GDP Per Capita,Two-panel chart showing CIT vs DBCFT revenue for developing/advanced economies and relationship with GDP per capita,,
series_4,67.45182012847965,70.11494252873564,,185,204,223,Tax Revenue by Development Level and GDP Per Capita,Two-panel chart showing CIT vs DBCFT revenue for developing/advanced economies and relationship with GDP per capita,,
series_4,66.38115631691649,69.73180076628353,,185,204,223,Tax Revenue by Development Level and GDP Per Capita,Two-panel chart showing CIT vs DBCFT revenue for developing/advanced economies and relationship with GDP per capita,,
series_4,63.597430406852254,70.11494252873564,,185,204,223,Tax Revenue by Development Level and GDP Per Capita,Two-panel chart showing CIT vs DBCFT revenue for developing/advanced economies and relationship with GDP per capita,,
series_4,68.09421841541756,71.26436781609196,,185,204,223,Tax Revenue by Development Level and GDP Per Capita,Two-panel chart showing CIT vs DBCFT revenue for developing/advanced economies and relationship with GDP per capita,,
series_4,59.743040685224834,71.26436781609196,,185,204,223,Tax Revenue by Development Level and GDP Per Capita,Two-panel chart showing CIT vs DBCFT revenue for developing/advanced economies and relationship with GDP per capita,,
series_4,61.24197002141327,70.49808429118774,,185,204,223,Tax Revenue by Development Level and GDP Per Capita,Two-panel chart showing CIT vs DBCFT revenue for developing/advanced economies and relationship with GDP per capita,,
series_4,59.52890792291221,73.18007662835248,,185,204,223,Tax Revenue by Development Level and GDP Per Capita,Two-panel chart showing CIT vs DBCFT revenue for developing/advanced economies and relationship with GDP per capita,,
series_4,69.593147751606,72.79693486590038,,185,204,223,Tax Revenue by Development Level and GDP Per Capita,Two-panel chart showing CIT vs DBCFT revenue for developing/advanced economies and relationship with GDP per capita,,
series_4,64.66809421841542,73.5632183908046,,185,204,223,Tax Revenue by Development Level and GDP Per Capita,Two-panel chart showing CIT vs DBCFT revenue for developing/advanced economies and relationship with GDP per capita,,
series_4,63.38329764453962,74.32950191570882,,185,204,223,Tax Revenue by Development Level and GDP Per Capita,Two-panel chart showing CIT vs DBCFT revenue for developing/advanced economies and relationship with GDP per capita,,
series_4,72.1627408993576,72.79693486590038,,185,204,223,Tax Revenue by Development Level and GDP Per Capita,Two-panel chart showing CIT vs DBCFT revenue for developing/advanced economies and relationship with GDP per capita,,
series_4,62.74089935760171,74.71264367816092,,185,204,223,Tax Revenue by Development Level and GDP Per Capita,Two-panel chart showing CIT vs DBCFT revenue for developing/advanced economies and relationship with GDP per capita,,
series_4,60.17130620985011,74.71264367816092,,185,204,223,Tax Revenue by Development Level and GDP Per Capita,Two-panel chart showing CIT vs DBCFT revenue for developing/advanced economies and relationship with GDP per capita,,
series_4,73.66167023554604,75.47892720306514,,185,204,223,Tax Revenue by Development Level and GDP Per Capita,Two-panel chart showing CIT vs DBCFT revenue for developing/advanced economies and relationship with GDP per capita,,
series_4,59.314775160599574,76.24521072796935,,185,204,223,Tax Revenue by Development Level and GDP Per Capita,Two-panel chart showing CIT vs DBCFT revenue for developing/advanced economies and relationship with GDP per capita,,
series_4,73.87580299785867,76.62835249042146,,185,204,223,Tax Revenue by Development Level and GDP Per Capita,Two-panel chart showing CIT vs DBCFT revenue for developing/advanced economies and relationship with GDP per capita,,
series_4,72.80513918629549,76.62835249042146,,185,204,223,Tax Revenue by Development Level and GDP Per Capita,Two-panel chart showing CIT vs DBCFT revenue for developing/advanced economies and relationship with GDP per capita,,
series_4,67.6659528907923,75.47892720306514,,185,204,223,Tax Revenue by Development Level and GDP Per Capita,Two-panel chart showing CIT vs DBCFT revenue for developing/advanced economies and relationship with GDP per capita,,
series_4,61.67023554603854,75.47892720306514,,185,204,223,Tax Revenue by Development Level and GDP Per Capita,Two-panel chart showing CIT vs DBCFT revenue for developing/advanced economies and relationship with GDP per capita,,
series_4,63.811563169164884,79.6934865900383,,185,204,223,Tax Revenue by Development Level and GDP Per Capita,Two-panel chart showing CIT vs DBCFT revenue for developing/advanced economies and relationship with GDP per capita,,
series_4,65.52462526766595,78.544061302682,,185,204,223,Tax Revenue by Development Level and GDP Per Capita,Two-panel chart showing CIT vs DBCFT revenue for developing/advanced economies and relationship with GDP per capita,,
series_4,59.95717344753747,83.5249042145594,,185,204,223,Tax Revenue by Development Level and GDP Per Capita,Two-panel chart showing CIT vs DBCFT revenue for developing/advanced economies and relationship with GDP per capita,,
series_4,59.95717344753747,88.50574712643679,,185,204,223,Tax Revenue by Development Level and GDP Per Capita,Two-panel chart showing CIT vs DBCFT revenue for developing/advanced economies and relationship with GDP per capita,,
series_4,60.38543897216274,99.23371647509579,,185,204,223,Tax Revenue by Development Level and GDP Per Capita,Two-panel chart showing CIT vs DBCFT revenue for developing/advanced economies and relationship with GDP per capita,,
series_4,59.52890792291221,99.23371647509579,,185,204,223,Tax Revenue by Development Level and GDP Per Capita,Two-panel chart showing CIT vs DBCFT revenue for developing/advanced economies and relationship with GDP per capita,,
